Opening,Opening.1,Title,Director,Cast,Genre,Year,Source,Studio,Production house,Genres,Rating,Combined
JAN,23,dolly ki doli,Abhishek Dogra,"Sonam Kapoor, Pulkit Samrat, Rajkummar Rao, Varun Sharma","Romantic, Comedy",2015,[22][23],,,Comedy Romance,4.5,abhishek dogra sonam kapoor pulkit samrat rajkummar rao varun sharma comedy romance
JAN,30,chal guru ho ja shuru,Manoj Sharma,"Hemant Pandey, Chandrachur Singh, Sanjay Mishra, Manoj Pahwa",Comedy,2015,,,,Comedy,5.0,manoj sharma hemant pandey chandrachur singh sanjay mishra manoj pahwa comedy
JAN,30,hawaizaada,Vibhu Puri,"Ayushmann Khurrana, Pallavi Sharda",Drama,2015,[24][25],,,Biography Drama,5.5,vibhu puri ayushmann khurrana pallavi sharda biography drama
JAN,30,khamoshiyan: silences have secrets,Karan Dara,"Gurmeet Choudhary, Ali Fazal, Sapna Pabbi",Horror,2015,[26][27],,,Drama Horror Romance Thriller,3.9,karan dara gurmeet choudhary ali fazal sapna pabbi drama horror romance thriller
JAN,30,rahasya,Manish Gupta,"Tisca Chopra, Ashish Vidyarthi, Kay Kay Menon",Mystery,2015,[28],,,Mystery Thriller,7.6,manish gupta tisca chopra ashish vidyarthi kay kay menon mystery thriller
FEB,6,jai jawaan jai kisaan,Milan Ajmera,"Jatin Khurana, Om Puri, Prem Chopra, Rati Agnihotri, Rishi Bhutani, Sanjay Chakraborty, Akhilesh Jain",Drama,2015,[29],,,Biography Drama History,5.4,milan ajmera jatin khurana om puri prem chopra rati agnihotri rishi bhutani sanjay chakraborty akhilesh jain biography drama history
FEB,6,shamitabh,R. Balki,"Amitabh Bachchan, Dhanush, Akshara Haasan",Drama,2015,[23][30],,,Drama,6.8,r. balki amitabh bachchan dhanush akshara haasan drama
FEB,13,msg: the messenger,"Gurmeet Ram Rahim Singh, Jeetu Arora","Gurmeet Ram Rahim Singh, Daniel Kaleb, Flora Saini, Jayshree Soni, Olexandra Semen, Gaurav Gera, Jay Singh Rajpoot, Himanshu Tiwari","Action, Drama",2015,[31],,,Action Comedy Drama Fantasy,5.9,gurmeet ram rahim singh jeetu arora gurmeet ram rahim singh daniel kaleb flora saini jayshree soni olexandra semen gaurav gera jay singh rajpoot himanshu tiwari action comedy drama fantasy
FEB,13,roy,Vikramjit Singh,"Ranbir Kapoor, Jacqueline Fernandez, Arjun Rampal","Romance, Thriller",2015,[32][33],,,Action Drama Mystery Romance Thriller,3.3,vikramjit singh ranbir kapoor jacqueline fernandez arjun rampal action drama mystery romance thriller
FEB,20,badlapur,Sriram Raghavan,"Varun Dhawan, Nawazuddin Siddiqui, Huma Qureshi, Yami Gautam, Vinay Pathak, Divya Dutta","Action, Thriller",2015,[34][35],,,Action Crime Drama Thriller,7.4,sriram raghavan varun dhawan nawazuddin siddiqui huma qureshi yami gautam vinay pathak divya dutta action crime drama thriller
FEB,20,qissa,Anup Singh,"Irrfan Khan, Tillotama Shome, Tisca Chopra, Faezeh Jalali, Rasika Duggal",Historical Drama,2015,[36],,,Drama,7.4,anup singh irrfan khan tillotama shome tisca chopra faezeh jalali rasika duggal drama
FEB,27,ab tak chhappan 2,Aejaz Gulab,"Nana Patekar, Ashutosh Rana, Vikram Gokhale, Gul Panag","Crime, Drama",2015,[37],,,Action Crime Thriller,5.8,aejaz gulab nana patekar ashutosh rana vikram gokhale gul panag action crime thriller
FEB,27,dum laga ke haisha,Sharat Katariya,"Ayushmann Khurrana, Bhumi Pednekar",Comedy,2015,[38][39],,,Comedy Drama Romance,7.5,sharat katariya ayushmann khurrana bhumi pednekar comedy drama romance
MAR,4,badmashiyaan,Amit Khanna,"Suzzanna Mukherjee, Sidhant Gupta, Gunjan Malhotra, Sharib Hashmi, Karan Mehra",Romantic comedy,2015,[40],,,Comedy Romance,4.6,amit khanna suzzanna mukherjee sidhant gupta gunjan malhotra sharib hashmi karan mehra comedy romance
MAR,4,coffee bloom,Manu Warrier,"Arjun Mathur, Sugandha Garg, Mohan Kapur","Romance, Drama",2015,[41],,,Drama,6.5,manu warrier arjun mathur sugandha garg mohan kapur drama
MAR,4,dirty politics,K. C. Bokadia,"Mallika Sherawat, Naseeruddin Shah, Jackie Shroff, Atul Kulkarni, Anupam Kher, Ashutosh Rana",Political Drama,2015,[42][43],,,Drama,2.5,k. c. bokadia mallika sherawat naseeruddin shah jackie shroff atul kulkarni anupam kher ashutosh rana drama
MAR,4,hey bro,Ajay Chandhok,"Ganesh Acharya, Nupur Sharma, Maninder Singh","Comedy, Action",2015,[44],,,Action Comedy Drama,3.0,ajay chandhok ganesh acharya nupur sharma maninder singh action comedy drama
MAR,13,nh10,Navdeep Singh,"Anushka Sharma, Neil Bhoopalam, Darshan Kumar",Thriller,2015,[45],,,Action Crime Drama Thriller,7.2,navdeep singh anushka sharma neil bhoopalam darshan kumar action crime drama thriller
MAR,20,dilliwali zaalim girlfriend,Japinder Kaur,"Divyendu Sharma, Jackie Shroff, Prachi Mishra, Ira Dubey",Comedy,2015,,,,Comedy Drama,3.7,japinder kaur divyendu sharma jackie shroff prachi mishra ira dubey comedy drama
MAR,20,hunterrr,Harshavardhan Kulkarni,"Gulshan Devaiah, Radhika Apte, Sai Tamhankar",Comedy,2015,[46],,,Comedy Romance,7.0,harshavardhan kulkarni gulshan devaiah radhika apte sai tamhankar comedy romance
MAR,27,barkhaa,Shadaab Mirza,"Sara Loren, Taaha Shah, Shweta Pandit, Priyanshu Chatterjee",Romance,2015,[47],,,Drama Romance,5.1,shadaab mirza sara loren taaha shah shweta pandit priyanshu chatterjee drama romance
APR,3,detective byomkesh bakshy!,Dibakar Banerjee,"Sushant Singh Rajput, Anand Tiwari, Swastika Mukherjee, Divya Menon, Neeraj Kabi, Meiyang Chang",Thriller,2015,[48],,,Action Crime Drama Mystery Thriller,7.6,dibakar banerjee sushant singh rajput anand tiwari swastika mukherjee divya menon neeraj kabi meiyang chang action crime drama mystery thriller
APR,3,luckhnowi ishq,Aanand Raut,"Adhyayan Suman, Karishma Kotak",Romance,2015,[49],,,Drama,6.9,aanand raut adhyayan suman karishma kotak drama
APR,10,dharam sankat mein,Fuwad Khan,"Naseeruddin Shah, Paresh Rawal, Annu Kapoor, Murali Sharma",Drama,2015,[50],,,Comedy,6.3,fuwad khan naseeruddin shah paresh rawal annu kapoor murali sharma comedy
APR,10,ek paheli leela,Bobby Khan,"Sunny Leone, Jay Bhanushali, Mohit Ahlawat, Rajneesh Duggal, Rahul Dev, Jas Arora",Musical,2015,[51],,,Mystery Romance Thriller,3.7,bobby khan sunny leone jay bhanushali mohit ahlawat rajneesh duggal rahul dev jas arora mystery romance thriller
APR,17,court,Chaitanya Tamhane,"Vira Satidhar, Vivek Gombher, Geetanjali Kulkarni",Drama,2015,[52],,,Comedy Crime Drama Romance,6.6,chaitanya tamhane vira satidhar vivek gombher geetanjali kulkarni comedy crime drama romance
APR,17,margarita with a straw,Shonali Bose,"Kalki Koechlin, Revathi, Hussain Dalal",Drama,2015,,,,Drama,,shonali bose kalki koechlin revathi hussain dalal drama
APR,17,mr. x,Vikram Bhatt,"Emraan Hashmi, Amyra Dastur",Sci fi/thriller,2015,[53][54],,,Action Sci-Fi,3.7,vikram bhatt emraan hashmi amyra dastur action sci- fi
APR,17,nh-8 road to nidhivan,Munindra Gupta,"Auroshikha Dey, Ravneet Kaur, Satyakam Anand, Arjun Fauzdar, Swaroopa Ghosh",Horror,2015,[55],,,Horror,3.1,munindra gupta auroshikha dey ravneet kaur satyakam anand arjun fauzdar swaroopa ghosh horror
APR,17,ek adbhut dakshina guru dakshina,Kiran Phadnis,"Rajeev Govinda Pillai, Rajesh Shringarpure, Sulagna Panigrahi, Girish Karnad, Roopa Ganguly",Dance/drama,2015,[56],,,Dance/drama,,kiran phadnis rajeev govinda pillai rajesh shringarpure sulagna panigrahi girish karnad roopa ganguly dance/drama
APR,24,ishq ke parindey,Shakir Khan,"Rishi Verma, Priyanka Mehta, Manjul Aazad, Yasir Iftikhar Khan",Romance,2015,[57],,,Music Romance,6.7,shakir khan rishi verma priyanka mehta manjul aazad yasir iftikhar khan music romance
APR,24,kaagaz ke fools,Anil Kumar Chaudhary,"Vinay Pathak, Mugdha Godse, Raima Sen, Saurabh Shukla, Rajendra Sethi, Amit Behl",Comedy,2015,[58],,,Comedy,3.8,anil kumar chaudhary vinay pathak mugdha godse raima sen saurabh shukla rajendra sethi amit behl comedy
MAY,1,gabbar is back,Krish,"Akshay Kumar, Shruti Haasan, Suman",Crime/action,2015,[59][60][61][62],,,Action,7.1,krish akshay kumar shruti haasan suman action
MAY,1,sabki bajegi band,Anirudh Chawla,"Sumeet Vyas, Swara Bhaskar, Alekh Sangal, Shaurya Chauhan, Amol Parashar",Thriller/drama,2015,[63],,,Comedy Drama,3.8,anirudh chawla sumeet vyas swara bhaskar alekh sangal shaurya chauhan amol parashar comedy drama
MAY,8,kuch kuch locha hai,Devang Dholakia,"Ram Kapoor, Sunny Leone, Evelyn Sharma, Navdeep Chabbra",Comedy,2015,,,,Comedy Drama,2.5,devang dholakia ram kapoor sunny leone evelyn sharma navdeep chabbra comedy drama
MAY,8,piku,Shoojit Sircar,"Amitabh Bachchan, Deepika Padukone, Irrfan Khan, Moushumi Chatterjee, Jisshu Sengupta",Comedy/drama,2015,[64][65],,,Comedy Drama,7.6,shoojit sircar amitabh bachchan deepika padukone irrfan khan moushumi chatterjee jisshu sengupta comedy drama
MAY,15,bombay velvet,Anurag Kashyap,"Ranbir Kapoor, Anushka Sharma, Karan Johar, Kay Kay Menon",Crime/drama,2015,[66],,,Action Crime Drama Thriller,5.6,anurag kashyap ranbir kapoor anushka sharma karan johar kay kay menon action crime drama thriller
MAY,22,main hoon part-time killer,Faisal Saif,"Adithya Menon, Kavita Radheshyam","Spoof, comedy, thriller",2015,[54][67],,,Comedy,8.0,faisal saif adithya menon kavita radheshyam comedy
MAY,22,tanu weds manu: returns,Anand L. Rai,"R. Madhavan, Kangana Ranaut",Romance/comedy,2015,[54][68],,,Comedy Drama Romance,7.6,anand l. rai r. madhavan kangana ranaut comedy drama romance
MAY,27,waiting,Anu Menon,"Naseeruddin Shah, Kalki Koechlin, Arjun Mathur, Rajat Kapoor, Suhasini Maniratnam",Drama,2015,[69][70],,,Drama,7.2,anu menon naseeruddin shah kalki koechlin arjun mathur rajat kapoor suhasini maniratnam drama
MAY,29,i love desi,Pankaj Batra,"Vedant Bali, Priyanka Shah, Gulshan Grover",Comedy,2015,[54][71],,,Comedy Romance,8.0,pankaj batra vedant bali priyanka shah gulshan grover comedy romance
MAY,29,ishqedarriyaan,V. K. Prakash,"Mahaakshay Chakraborty, Evelyn Sharma, Kavin Dave, Mohit Dutta",Drama,2015,[72],,,Romance,4.9,v. k. prakash mahaakshay chakraborty evelyn sharma kavin dave mohit dutta romance
MAY,29,p se pm tak,Kundan Shah,"Meenakshi Dixit, Rocky Verma, Bharat Jadhav, Yashpal Sharma",Comedy,2015,[54][73],,,Comedy Drama,4.0,kundan shah meenakshi dixit rocky verma bharat jadhav yashpal sharma comedy drama
MAY,29,welcome 2 karachi,Ashish R Mohan,"Arshad Warsi, Jackky Bhagnani, Lauren Gottlieb, Ayub Khoso, Adnan Shah, Imran Hasnee",Comedy,2015,[74][75],,,Action Comedy War,4.3,ashish r mohan arshad warsi jackky bhagnani lauren gottlieb ayub khoso adnan shah imran hasnee action comedy war
JUN,5,dil dhadakne do,Zoya Akhtar,"Ranveer Singh, Priyanka Chopra, Farhan Akhtar, Anushka Sharma, Anil Kapoor, Shefali Shah",Drama,2015,[76][77],,,Comedy Drama Romance,6.9,zoya akhtar ranveer singh priyanka chopra farhan akhtar anushka sharma anil kapoor shefali shah comedy drama romance
JUN,5,mere genie uncle,Ashish Bhavsar,"Tiku Talsania, Swati Kapoor, Shakti Kapoor, Ehsaan Qureshi",Drama,2015,[78],,,Comedy,4.5,ashish bhavsar tiku talsania swati kapoor shakti kapoor ehsaan qureshi comedy
JUN,12,hamari adhuri kahani,Mohit Suri,"Emraan Hashmi, Vidya Balan, Rajkummar Rao",Romance/drama,2015,[54][79],,,Drama Romance,6.7,mohit suri emraan hashmi vidya balan rajkummar rao drama romance
JUN,19,abcd 2,Remo D'Souza,"Varun Dhawan, Shraddha Kapoor, Prabhu Deva, Lauren Gottlieb, Dharmesh Yelande, Punit Pathak, Raghav Juyal",Dance,2015,[80],,,Biography Drama Music,5.4,remo d' souza varun dhawan shraddha kapoor prabhu deva lauren gottlieb dharmesh yelande punit pathak raghav juyal biography drama music
JUN,26,miss tanakpur haazir ho,Vinod Kapri,"Annu Kapoor, Om Puri, Rahul Bagga, Hrishitaa Bhatt",Comedy/drama,2015,[81],,,Comedy Crime Family Romance,5.4,vinod kapri annu kapoor om puri rahul bagga hrishitaa bhatt comedy crime family romance
JUN,26,uvaa,Jasbir Bhaati,"Om Puri, Jimmy Sheirgill, Sangram Singh, Archana Puran Singh",Social/comedy,2015,[82],,,Comedy Drama,4.9,jasbir bhaati om puri jimmy sheirgill sangram singh archana puran singh comedy drama
JUL,3,bezubaan ishq,Jashwant Gangani,"Nishant Malkani, Mugdha Godse, Sneha Ullal",Romance,2015,[83],,,Musical Romance,4.0,jashwant gangani nishant malkani mugdha godse sneha ullal musical romance
JUL,3,guddu rangeela,Subhash Kapoor,"Arshad Warsi, Aditi Rao Hydari, Amit Sadh",Comedy,2015,[84],,,Comedy Drama,5.3,subhash kapoor arshad warsi aditi rao hydari amit sadh comedy drama
JUL,3,second hand husband,Smeep Kang,"Gippy Grewal, Tina Ahuja, Dharmendra",Drama,2015,[85],,,Comedy Romance,3.7,smeep kang gippy grewal tina ahuja dharmendra comedy romance
JUL,10,i love ny,Radhika Rao,"Sunny Deol, Kangana Ranaut",Romance/drama,2015,[86][87],,,Comedy Romance,3.4,radhika rao sunny deol kangana ranaut comedy romance
JUL,10,thoda lutf thoda ishq,Sachin Gupta,"Hiten Tejwani, Sanjay Mishra",Romance/drama,2015,[87][86],,,Comedy Romance,4.1,sachin gupta hiten tejwani sanjay mishra comedy romance
JUL,17,bajrangi bhaijaan,Kabir Khan,"Salman Khan, Kareena Kapoor, Nawazuddin Siddiqui, Harshaali Malhotra","Action, comedy, drama",2015,[88][89],,,Action Adventure Comedy Drama,8.0,kabir khan salman khan kareena kapoor nawazuddin siddiqui harshaali malhotra action adventure comedy drama
JUL,24,aisa yeh jahaan,Biswajeet Bora,"Palash Sen, Ira Dubey, Kymsleen Kholie, Yashpal Sharma",Drama,2015,[90],,,Drama,6.6,biswajeet bora palash sen ira dubey kymsleen kholie yashpal sharma drama
JUL,24,masaan,Neeraj Ghaywan,"Richa Chadha, Vicky Kaushal, Sanjay Mishra, Shweta Tripathi",Drama,2015,[91],,,Drama,8.2,neeraj ghaywan richa chadha vicky kaushal sanjay mishra shweta tripathi drama
JUL,31,drishyam,Nishikant Kamat,"Ajay Devgn, Tabu, Shriya Saran, Rajat Kapoor",Drama/thriller,2015,[92][93],,,Crime Drama Mystery Thriller,8.2,nishikant kamat ajay devgn tabu shriya saran rajat kapoor crime drama mystery thriller
AUG,7,bangistan,Karan Anshuman,"Riteish Deshmukh, Pulkit Samrat",Comedy,2015,[94],,,Comedy Drama,4.6,karan anshuman riteish deshmukh pulkit samrat comedy drama
AUG,14,brothers,Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jacqueline Fernandez, Jackie Shroff, Conan Stevens",Drama,2015,[95][96][97],,,Action Drama Sport,6.5,karan malhotra akshay kumar sidharth malhotra jacqueline fernandez jackie shroff conan stevens action drama sport
AUG,14,gour hari dastaan,Ananth Narayan Mahadevan,"Vinay Pathak, Konkona Sen Sharma, Ranvir Shorey, Tannishtha Chatterjee",Drama,2015,[98],,,Biography Drama,7.4,ananth narayan mahadevan vinay pathak konkona sen sharma ranvir shorey tannishtha chatterjee biography drama
AUG,21,all is well,Umesh Shukla,"Abhishek Bachchan, Asin Thottumkal, Rishi Kapoor, Supriya Pathak",Drama,2015,[99],,,Comedy Drama Romance,3.8,umesh shukla abhishek bachchan asin thottumkal rishi kapoor supriya pathak comedy drama romance
AUG,21,manjhi – the mountain man,Ketan Mehta,"Nawazuddin Siddiqui, Radhika Apte",Drama,2015,[100],,,Adventure Biography Drama,8.0,ketan mehta nawazuddin siddiqui radhika apte adventure biography drama
AUG,21,rolling dream,Maahi Kaur,Saachi Tiwari,Drama,2015,[101],,,Short Drama,7.0,maahi kaur saachi tiwari short drama
AUG,28,kaun kitney paani mein,Nila Madhab Panda,"Saurabh Shukla, Radhika Apte, Gulshan Grover",Social/drama,2015,[102],,,Comedy Drama Family,6.1,nila madhab panda saurabh shukla radhika apte gulshan grover comedy drama family
AUG,28,phantom,Kabir Khan,"Saif Ali Khan, Katrina Kaif",Action/thriller,2015,[103][104][105],,,Action Drama Thriller,5.9,kabir khan saif ali khan katrina kaif action drama thriller
SEP,4,welcome back,Anees Bazmee,"John Abraham, Shruti Hassan, Anil Kapoor, Nana Patekar, Paresh Rawal, Dimple Kapadia",Romance/comedy,2015,[106],,,Comedy Drama Romance,5.4,anees bazmee john abraham shruti hassan anil kapoor nana patekar paresh rawal dimple kapadia comedy drama romance
SEP,11,hero,Nikhil Advani,"Sooraj Pancholi, Athiya Shetty, Tigmanshu Dhulia, Aditya Pancholi, Sharad Kelkar",Action/romance,2015,[107][108][109],,,Action/romance,,nikhil advani sooraj pancholi athiya shetty tigmanshu dhulia aditya pancholi sharad kelkar action/romance
SEP,11,sorry daddy,Vijay Pal and Shakur,"Shamim Khan, Mukesh Tiwari, Tinu Verma",Action/drama,2015,[110],,,Action,5.4,vijay pal and shakur shamim khan mukesh tiwari tinu verma action
SEP,18,katti batti,Nikhil Advani,"Imran Khan, Kangana Ranaut",Romance/comedy,2015,[111],,,Comedy Drama Romance,4.9,nikhil advani imran khan kangana ranaut comedy drama romance
SEP,18,meeruthiya gangster,Zeishan Quadri,"Jaideep Ahlawat, Aakash Dahiya, Shadab Kamal, Nushrat Bharucha, Ishita Sharma",Crime/comedy,2015,[112],,,Comedy Crime,7.2,zeishan quadri jaideep ahlawat aakash dahiya shadab kamal nushrat bharucha ishita sharma comedy crime
SEP,18,25,Comedy,Abbas-Mustan,Kis Kisko Pyaar Karoon,2015,"Kapil Sharma, Arbaz Khan, Manjari Phadnis, Simran Kaur Mundi, Elli Avram, Sai Lokur, Varun Sharma, Supriya Pathak",,,Kis Kisko Pyaar Karoon,,comedy abbas- mustan kis kisko pyaar karoon
SEP,Bhaag Johnny,25,Shivam Nair,"Kunal Khemu, Zoa Morani, Mandana Karimi",Drama,2015,[113],,,Drama,,shivam nair kunal khemu zoa morani mandana karimi drama
SEP,Time Out,25,Rikhil Bahadur,"Chirag Malhotra, Pranay Pachauri",Drama,2015,[114],,,Drama,,rikhil bahadur chirag malhotra pranay pachauri drama
SEP,Mumbhaii - The Gangster,25,Rajiv Ranjan,"Sanjay Kapoor, Mahima Chaudhry, Om Puri, Arya Babbar",Crime/Drama,2015,[115],,,Crime/Drama,,rajiv ranjan sanjay kapoor mahima chaudhry om puri arya babbar crime/ drama
OCT,2,singh is bliing,Prabhu Deva,"Akshay Kumar, Amy Jackson",Comedy,2015,[116],,,Action Comedy,5.1,prabhu deva akshay kumar amy jackson action comedy
OCT,2,talvar,Meghna Gulzar,"Irrfan Khan, Konkona Sen Sharma, Tabu",Thriller,2015,[117],,,Crime Drama Mystery Thriller,8.2,meghna gulzar irrfan khan konkona sen sharma tabu crime drama mystery thriller
OCT,9,jazbaa,Sanjay Gupta,"Aishwarya Rai Bachchan, Irrfan Khan, Shabana Azmi",Action/drama,2015,[118],,,Action Crime Drama Thriller,5.8,sanjay gupta aishwarya rai bachchan irrfan khan shabana azmi action crime drama thriller
OCT,16,bumper draw,Irshad Khan,"Rajpal Yadav, Zakir Hussain, Subrat Dutta, Rushad Rana",Comedy,2015,[119],,,Comedy,5.0,irshad khan rajpal yadav zakir hussain subrat dutta rushad rana comedy
OCT,16,chinar daastaan-e-ishq,Sharique Minhaj,"Faisal Khan, Inayat Sharma, Dalip Tahil, Shahbaz Khan",Romantic/drama,2015,,,,Romance,6.8,sharique minhaj faisal khan inayat sharma dalip tahil shahbaz khan romance
OCT,16,pyaar ka punchnama 2,Luv Ranjan,"Kartik Aaryan, Nushrat Bharucha, Sonalli Sehgal, Omkar Kapoor",Comedy,2015,[120],,,Comedy Drama Romance,7.3,luv ranjan kartik aaryan nushrat bharucha sonalli sehgal omkar kapoor comedy drama romance
OCT,16,wedding pullav,Binod Pradhan,"Anushka Ranjan, Diganth Manchale, Karan Grover, Rishi Kapoor, Sonalli Sehgal",Comedy,2015,[121],,,Comedy Romance,3.8,binod pradhan anushka ranjan diganth manchale karan grover rishi kapoor sonalli sehgal comedy romance
OCT,22,shaandaar,Vikas Bahl,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur",Romance/comedy,2015,[122],,,Comedy Drama Romance,3.5,vikas bahl shahid kapoor alia bhatt pankaj kapur comedy drama romance
OCT,30,titli,Kanu Behl,"Shashank Arora, Ranvir Shorey, Amit Sial, Lalit Behl",Crime,2015,[123],,,Crime,,kanu behl shashank arora ranvir shorey amit sial lalit behl crime
OCT,30,main aur charles,Prawaal Raman,"Randeep Hooda, Richa Chadha, Adil Hussain, Nandu Madhav",Thriller,2015,[124],,,Action Biography Crime,6.3,prawaal raman randeep hooda richa chadha adil hussain nandu madhav action biography crime
OCT,30,once upon a time in bihar,Nitin Chandra,"Ashish Vidyarthi, Kranti Prakash Jha, Ajay Kumar, Arti Puri, Pankaj Jha, Deepak Singh",Political,2015,[125],,,Thriller,7.0,nitin chandra ashish vidyarthi kranti prakash jha ajay kumar arti puri pankaj jha deepak singh thriller
OCT,30,guddu ki gun,"Shantanu Ray Chhibber, Sheershak Anand","Kunal Khemu, Payel Sarkar, Aparna Sharma, Sumeet Vyas",Comedy,2015,[126],,,Comedy,4.7,shantanu ray chhibber sheershak anand kunal khemu payel sarkar aparna sharma sumeet vyas comedy
OCT,30,love exchange,Raj V Shetty,"Mohit Madan, Jyoti Sharma",Romance,2015,[127],,,Romance,5.4,raj v shetty mohit madan jyoti sharma romance
OCT,30,prithipal singh... a story,Babita Puri,"Vikas Kumar, Anjali Singh",Biopic,2015,[128],,,Biopic,,babita puri vikas kumar anjali singh biopic
NOV,6,four pillars of basement,Giresh Naik K,"Dillzan Wadia, Bruna Abdullah, Aaliya Singh, Zakir Hussain",Thriller,2015,[129],,,Action Mystery Thriller,4.8,giresh naik k dillzan wadia bruna abdullah aaliya singh zakir hussain action mystery thriller
NOV,6,charlie kay chakkar mein,Manish Srivasta,Naseeruddin Shah,Crime/thriller,2015,[130],,,Thriller,4.5,manish srivasta naseeruddin shah thriller
NOV,6,yaara silly silly,Subhash Sehgal,"Paoli Dam, Parambrata Chatterjee",Romance,2015,[131],,,Romance,5.6,subhash sehgal paoli dam parambrata chatterjee romance
NOV,6,ranbanka,Aryeman Ramsay,"Manish Paul, Ravi Kishan, Pooja Thakur",Action,2015,[132],,,Action,3.6,aryeman ramsay manish paul ravi kishan pooja thakur action
NOV,13,prem ratan dhan payo,Sooraj Barjatya,"Salman Khan, Sonam Kapoor, Neil Nitin Mukesh, Swara Bhaskar, Armaan Kohli, Anupam Kher, Deepak Dobriyal, Sanjay Mishra",Romance,2015,[133],,,Action Drama Musical Romance,4.5,sooraj barjatya salman khan sonam kapoor neil nitin mukesh swara bhaskar armaan kohli anupam kher deepak dobriyal sanjay mishra action drama musical romance
NOV,20,x: past is present,Various Directors,"Rajat Kapoor, Huma Qureshi",Anthology,2015,[134],,,Drama Mystery Romance,5.3,various directors rajat kapoor huma qureshi drama mystery romance
NOV,27,angry indian goddesses,Pan Nalin,"Sarah-Jane Dias, Tannishtha Chatterjee, Anushka Manchanda, Sandhya Mridul",Drama,2015,[135],,,Comedy Drama,7.0,pan nalin sarah- jane dias tannishtha chatterjee anushka manchanda sandhya mridul comedy drama
NOV,27,tamasha,Imtiaz Ali,"Deepika Padukone, Ranbir Kapoor",Romance,2015,[136],,,Comedy Drama Romance,7.3,imtiaz ali deepika padukone ranbir kapoor comedy drama romance
DEC,4,hate story 3,Vishal Pandya,"Zarine Khan, Daisy Shah, Sharman Joshi, Karan Singh Grover",Adult/thriller,2015,[137],,,Drama Thriller,4.5,vishal pandya zarine khan daisy shah sharman joshi karan singh grover drama thriller
DEC,4,kajarya,Madhureeta Anand,"Meenu Hooda, Ridhima Sud, Kuldeep Ruhil",Drama,2015,[138],,,Drama,,madhureeta anand meenu hooda ridhima sud kuldeep ruhil drama
DEC,11,the silent heroes,Mahesh Bhatt,"Maanuv Bhardawaj, Priyanka Panchal, Mann Bagga, Simran Deep, Nirmal Kumar Pant",Adventure,2015,[139],,,Adventure Drama Family,6.4,mahesh bhatt maanuv bhardawaj priyanka panchal mann bagga simran deep nirmal kumar pant adventure drama family
DEC,18,bajirao mastani,Sanjay Leela Bhansali,"Ranveer Singh, Deepika Padukone, Priyanka Chopra",Romance,2015,[140][141],,,Action Drama History Romance War,7.2,sanjay leela bhansali ranveer singh deepika padukone priyanka chopra action drama history romance war
DEC,18,dilwale,Rohit Shetty,"Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon",Action/romance,2015,[142][143][144][145],,,Action Comedy Drama Romance,5.2,rohit shetty shah rukh khan kajol varun dhawan kriti sanon action comedy drama romance
JAN,8,wazir,Bejoy Nambiar,"Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari, John Abraham, Neil Nitin Mukesh",Thriller,2016,,,,Action Crime Drama Mystery Thriller,7.1,bejoy nambiar amitabh bachchan farhan akhtar aditi rao hydari john abraham neil nitin mukesh action crime drama mystery thriller
JAN,15,chalk n duster,Jayant Gilatar,"Shabana Azmi, Juhi Chawla, Divya Dutta, Zarina Wahab, Jackie Shroff, Arya Babbar, Richa Chadha",Drama,2016,,,,Drama,6.5,jayant gilatar shabana azmi juhi chawla divya dutta zarina wahab jackie shroff arya babbar richa chadha drama
JAN,15,rebellious flower,Krishan Hooda,"Prince Shah, Shashank Singh, Mantra Mugdha, Kirti Adarkar, Bachchan Pachera, Shaneel Sinha",Biopic,2016,,,,Biography Drama,6.9,krishan hooda prince shah shashank singh mantra mugdha kirti adarkar bachchan pachera shaneel sinha biography drama
JAN,22,airlift,Raja Krishna Menon,"Akshay Kumar, Nimrat Kaur, Purab Kohli, Ferena Wazeir, Gunjan Malhotra",War/Thriller,2016,,,,Drama History,8.0,raja krishna menon akshay kumar nimrat kaur purab kohli ferena wazeir gunjan malhotra drama history
JAN,22,jugni,Shefali Bhushan,"Sugandha Garg, Siddhant Behl, Sadhana Singh, Anuritta K Jha, Samir Sharma",Musical drama,2016,,,,Drama,6.3,shefali bhushan sugandha garg siddhant behl sadhana singh anuritta k jha samir sharma drama
JAN,22,kyaa kool hain hum 3,Umesh Ghadge,"Tushar Kapoor, Aftab Shivdasani, Mandana Karimi, Meghna Naidu, Darshan Jariwala, Krushna Abhishek, Claudia Ciesla, Riteish Deshmukh, Gizele Thakral, VJ Andy, Danny Saru",Adult comedy,2016,,,,Comedy,1.9,umesh ghadge tushar kapoor aftab shivdasani mandana karimi meghna naidu darshan jariwala krushna abhishek claudia ciesla riteish deshmukh gizele thakral v j andy danny saru comedy
JAN,29,saala khadoos,Sudha Kongara Prasad,"R. Madhavan, Ritika Singh",Sports,2016,,,,Action Drama Sport,7.6,sudha kongara prasad r. madhavan ritika singh action drama sport
